small_in.txt
50,33.6
100,29.65
150,33.05
200,44.95
250,37.4
300,36.15
350,51.95
400,45.7
450,42.75
500,40.55
550,42.0
600,39.5
med_in.txt
50,87.35
100,94.2
150,91.25
200,78.55
250,82.75
300,79.4
350,63.95
400,77.2
450,75.45
500,72.05
550,83.9
600,56.65
large_in.txt
50,286.5
100,201.2
150,219.55
200,195.0
250,197.65
300,184.5
350,197.25
400,185.7
450,207.7
500,172.65
550,148.65
600,179.9
